Open Time,BTC,ETH
2017-08-18,-0.04123843662195337,-0.026622516556291442
2017-08-19,0.007694048978061696,-0.01037556130085715
2017-08-20,-0.012968661684355842,0.02815303702175931
2017-08-21,-0.017201422317065118,0.08087596121698426
2017-08-22,0.005976095617529875,-0.04172724179529219
2017-08-23,0.018319306930693058,0.019173660426081263
2017-08-24,0.049100512638520666,0.02432381073034784
2017-08-25,-0.008185801237717172,0.011811267083049914
2017-08-26,0.013259575581449523,0.010848307052927497
2017-08-27,-0.006324006787413627,0.052419964327821145
2017-08-28,0.017791142015911587,-0.006118404044466175
2017-08-29,0.04577255288155757,0.08294797687861277
2017-08-30,-0.007049622014700718,0.029970643181211676
2017-08-31,0.03726559447130051,-0.002953903557639914
2017-09-01,0.023285198173925714,0.009537669897866197
2017-09-02,-0.0750313863132922,-0.11666580857745967
2017-09-03,0.008260027637775114,-0.003992539488255509
2017-09-04,-0.09069921136905978,-0.1697047722152325
2017-09-05,0.0649641107189809,0.09979913310075061
2017-09-06,0.058010246262999665,0.0734083117049571
2017-09-07,0.015550557711747404,-0.0015223880597015071
2017-09-08,-0.08713639880552726,-0.09417321893031183
2017-09-09,-0.005601475670122258,-0.020627743489884165
2017-09-10,-0.03015865934380746,-0.010918649322639418
2017-09-11,0.018908717620939708,0.012947189097104017
2017-09-12,-0.01063331804670109,-0.011234443323242638
2017-09-13,-0.05260440183297632,-0.05800108858348063
2017-09-14,-0.1915663841772104,-0.2228160774258785
2017-09-15,0.16023104276548916,0.17559592955717673
2017-09-16,0.004040540540540594,-0.014584980237154155
2017-09-17,-0.00402697209922076,0.03305122137098393
2017-09-18,0.09054619066538039,0.14373907979033196
2017-09-19,-0.030971422623487954,-0.035882812234782846
2017-09-20,-0.002567748667532843,-0.007042253521126751
2017-09-21,-0.07436153846153848,-0.08865248226950351
2017-09-22,-0.003911368175535057,0.027237354085603016
2017-09-23,0.051205966845297546,0.08306818181818176
2017-09-24,-0.031740740740740736,-0.013744622809778617
2017-09-25,0.07123731564308389,0.04404255319148942
2017-09-26,-0.009794044506790778,-0.022145234698729865
