"Date","Sigma"
2024-04-24,0.0321779777290931
2024-04-25,0.0350028692921905
2024-04-26,0.0328357364967632
2024-04-27,0.0326262603984668
2024-04-28,0.031401152450425
2024-04-29,0.0293879666368197
2024-04-30,0.0285387719258995
2024-05-01,0.0346341902604872
2024-05-02,0.035897424549634
2024-05-03,0.0326985849010734
2024-05-04,0.0374180219325485
2024-05-05,0.0353260242365792
2024-05-06,0.0325143124417153
2024-05-07,0.0320765924164957
2024-05-08,0.0323086464409627
2024-05-09,0.0327338882015167
2024-05-10,0.0333815687611877
2024-05-11,0.0357862017646578
2024-05-12,0.0325238815255523
2024-05-13,0.0316081461500675
2024-05-14,0.0316441425066958
2024-05-15,0.0330244533989695
2024-05-16,0.0378514585765911
2024-05-17,0.034903890594025
2024-05-18,0.0352115560387443
2024-05-19,0.0335680067346547
2024-05-20,0.032440787728064
2024-05-21,0.0376610890175346
2024-05-22,0.0361167431753022
2024-05-23,0.0353933999146371
2024-05-24,0.0351795535274006
2024-05-25,0.0334136052419249
2024-05-26,0.0324596875508121
2024-05-27,0.0317070131940359
2024-05-28,0.031094285195765
2024-05-29,0.0307390599618523
2024-05-30,0.0304295351138897
2024-05-31,0.0290675366636971
2024-06-01,0.0289955442738493
2024-06-02,0.028103813759326
2024-06-03,0.0262863532371737
2024-06-04,0.0270947819313114
2024-06-05,0.0275266233236112
2024-06-06,0.0260894756152957
2024-06-07,0.0254135742594718
2024-06-08,0.0267750505194364
2024-06-09,0.0253469893456756
2024-06-10,0.0242484193712722
2024-06-11,0.0230967980204901
2024-06-12,0.0264166016357463
2024-06-13,0.0254571080725156
2024-06-14,0.026691865502086
2024-06-15,0.0267022969907154
2024-06-16,0.0248942146737067
2024-06-17,0.0239742105961944
2024-06-18,0.0234870163988077
2024-06-19,0.0243783701023906
2024-06-20,0.0246115001440862
2024-06-21,0.0229311573243253
2024-06-22,0.022441209072955
2024-06-23,0.0217761880096337
2024-06-24,0.0235130289205526
2024-06-25,0.0270146206891037
2024-06-26,0.027860275703299
2024-06-27,0.0279508337631604
2024-06-28,0.0266845678133214
2024-06-29,0.0283295262348043
2024-06-30,0.0263005211839519
2024-07-01,0.0274142101127254
2024-07-02,0.0257080014860403
2024-07-03,0.026502586795342
2024-07-04,0.0288195268033184
2024-07-05,0.0325864369815503
2024-07-06,0.0311080491170318
2024-07-07,0.0318861595586008
2024-07-08,0.0334467853193225
2024-07-09,0.0327707276789927
2024-07-10,0.0331322257227598
2024-07-11,0.0301803185956842
2024-07-12,0.0299497193842562
2024-07-13,0.0286451463490537
2024-07-14,0.0297302507733033
2024-07-15,0.030492343892124
2024-07-16,0.0342688966078934
2024-07-17,0.0317550142041054
2024-07-18,0.031094423236493
2024-07-19,0.0302705539334625
2024-07-20,0.0326177996315629
2024-07-21,0.0306424824989942
2024-07-22,0.030353749757024
2024-07-23,0.0295136015684738
2024-07-24,0.0310870855450996
2024-07-25,0.028795882835762
2024-07-26,0.0282198348350781
2024-07-27,0.0297264187309125
2024-07-28,0.0275807468588232
2024-07-29,0.0263434676591401
2024-07-30,0.0275548655126801
2024-07-31,0.0273833904998921
2024-08-01,0.0290839043867798
2024-08-02,0.0270562929709345
2024-08-03,0.0313899354082413
2024-08-04,0.0315748559827717
2024-08-05,0.0346149367649893
2024-08-06,0.0396439538415067
2024-08-07,0.0396420996486826
2024-08-08,0.0388090920470496
2024-08-09,0.0466235756489869
2024-08-10,0.0439668113322393
2024-08-11,0.0401054317962285
2024-08-12,0.0427985287452719
2024-08-13,0.0397780344444226
2024-08-14,0.0391805321274333
2024-08-15,0.0394970083555652
2024-08-16,0.0367551835738459
2024-08-17,0.0383758720022905
2024-08-18,0.0367985309270025
2024-08-19,0.0359648514837203
2024-08-20,0.0351006676112031
2024-08-21,0.0341588692031851
2024-08-22,0.0357432495483154
2024-08-23,0.034168525242216
2024-08-24,0.0377271292781582
2024-08-25,0.0348350104590207
2024-08-26,0.0330037586589748
2024-08-27,0.0340958995348684
2024-08-28,0.0372790462731107
2024-08-29,0.0352870870260466
2024-08-30,0.0334580265365021
2024-08-31,0.0318430339148256
2024-09-01,0.0304268750989599
2024-09-02,0.0323541570100084
2024-09-03,0.0329685324742955
2024-09-04,0.0337249479790252
2024-09-05,0.0318722496213938
2024-09-06,0.0334809512164638
2024-09-07,0.0351701290692372
2024-09-08,0.0326142151128786
2024-09-09,0.0321933530904545
2024-09-10,0.0339109800803271
2024-09-11,0.0323018617718956
2024-09-12,0.0311374442296444
2024-09-13,0.0297701666012453
2024-09-14,0.0321993385244698
2024-09-15,0.0307226972057944
2024-09-16,0.0308339134947838
2024-09-17,0.0309811793964967
2024-09-18,0.0319530792331416
2024-09-19,0.0319259700379801
2024-09-20,0.0313325602977677
2024-09-21,0.0297981100706222
2024-09-22,0.0287799735957011
2024-09-23,0.0269479225145221
2024-09-24,0.026265752747069
2024-09-25,0.02608267616697
2024-09-26,0.0265948234745993
2024-09-27,0.0278602553759284
2024-09-28,0.0265655661462131
2024-09-29,0.0250181885531842
2024-09-30,0.0242680870708306
2024-10-01,0.0274750373320512
2024-10-02,0.0293723936113457
2024-10-03,0.0286436789044319
2024-10-04,0.026809267152974
2024-10-05,0.0278486222228851
2024-10-06,0.0259227658520687
2024-10-07,0.0255551747796067
2024-10-08,0.0253995926265517
2024-10-09,0.0241974924673775
2024-10-10,0.0254508432468348
2024-10-11,0.0245826394388587
2024-10-12,0.0263946948582998
2024-10-13,0.0256890797519132
2024-10-14,0.0253341634130197
2024-10-15,0.0277730863015121
2024-10-16,0.0280781275590148
2024-10-17,0.0270821373708228
2024-10-18,0.0261065928837684
2024-10-19,0.0259488832532076
2024-10-20,0.024378780754207
2024-10-21,0.0241398544071509
2024-10-22,0.0256449434409411
2024-10-23,0.0240607002295029
2024-10-24,0.0238445786374721
2024-10-25,0.0248655254873295
2024-10-26,0.0251212160527147
2024-10-27,0.0237573918898657
2024-10-28,0.023922105883142
2024-10-29,0.0249351544021419
2024-10-30,0.0269805071941883
2024-10-31,0.0254162027795257
2024-11-01,0.0270893621920699
2024-11-02,0.0269171609627397
2024-11-03,0.0266020411231452
2024-11-04,0.02554760024712
2024-11-05,0.02662137078395
2024-11-06,0.0266582298281577
2024-11-07,0.0334065018167755
2024-11-08,0.0306825121364007
2024-11-09,0.0303770883913557
2024-11-10,0.0282188038610538
2024-11-11,0.0313653469325374
2024-11-12,0.0400064075789709
2024-11-13,0.0369308769609892
2024-11-14,0.0355470643834799
2024-11-15,0.0384429546349364
2024-11-16,0.0389115943917009
2024-11-17,0.0359266859079962
2024-11-18,0.0343886568730209
2024-11-19,0.0330764052481815
2024-11-20,0.0328895622924118
2024-11-21,0.0327295224211693
2024-11-22,0.0346750657159874
2024-11-23,0.0327800853848502
2024-11-24,0.03221604348417
2024-11-25,0.0305182926796252
2024-11-26,0.034204923159638
2024-11-27,0.0329579298161158
2024-11-28,0.0347285040422435
2024-11-29,0.0323227130492585
2024-11-30,0.0322078608008744
2024-12-01,0.0313037156159332
2024-12-02,0.0303188018315185
2024-12-03,0.0299038607509979
2024-12-04,0.0286872327612405
2024-12-05,0.0294256551561497
2024-12-06,0.0293688219617577
2024-12-07,0.030059653463704
2024-12-08,0.0280724432445035
2024-12-09,0.0272250490811761
2024-12-10,0.0303857769963108
2024-12-11,0.0290525098473524
2024-12-12,0.0317117424179803
2024-12-13,0.0305063211764763
2024-12-14,0.0299483068091411
2024-12-15,0.0282722012771985
2024-12-16,0.0293654725336521
2024-12-17,0.0288327631990917
2024-12-18,0.0281139652917354
2024-12-19,0.0311485607935063
2024-12-20,0.0334650356331363
2024-12-21,0.0304310067942839
2024-12-22,0.0294397926541655
2024-12-23,0.0304199443300356
2024-12-24,0.0287005423899669
2024-12-25,0.0311726436620377
2024-12-26,0.0293654442003817
2024-12-27,0.0315026972715211
2024-12-28,0.0318782655899052
2024-12-29,0.0305263257119366
2024-12-30,0.0307836726793413
2024-12-31,0.0298103269134891
2025-01-01,0.0290725168826173
2025-01-02,0.0277709362938977
2025-01-03,0.0283124131546411
2025-01-04,0.0277555631499592
2025-01-05,0.0263535010675719
2025-01-06,0.025035519484222
2025-01-07,0.0271325628771932
2025-01-08,0.0311720033622205
2025-01-09,0.030707443513232
2025-01-10,0.0324781921167065
2025-01-11,0.0320381530282809
2025-01-12,0.0304309286051389
2025-01-13,0.0285012344657356
2025-01-14,0.0277908629038159
2025-01-15,0.0280189514283348
2025-01-16,0.029403818746926
2025-01-17,0.0281956444499331
2025-01-18,0.0302628401497664
2025-01-19,0.0287383170391948
2025-01-20,0.0309671454899708
2025-01-21,0.0286064469774336
2025-01-22,0.0311867685816424
2025-01-23,0.0308142509997966
2025-01-24,0.0287936065449236
2025-01-25,0.0286686294299971
2025-01-26,0.0272242373330636
2025-01-27,0.0273173182182233
2025-01-28,0.027275185980734
2025-01-29,0.0264772183325756
2025-01-30,0.026577163664099
2025-01-31,0.0260717952081617
2025-02-01,0.0287990991041881
2025-02-02,0.0286936788958631
2025-02-03,0.032075697101481
2025-02-04,0.0323481008831714
2025-02-05,0.031003856630129
2025-02-06,0.0317661360215157
2025-02-07,0.0296359611490879
2025-02-08,0.0275820480226167
2025-02-09,0.0267241201917236
2025-02-10,0.0256121892399924
2025-02-11,0.0258719883669298
2025-02-12,0.0269626471837505
2025-02-13,0.0268969974929586
2025-02-14,0.0263174196914875
2025-02-15,0.0256557605415073
2025-02-16,0.0246946544210885
2025-02-17,0.0257933221777174
2025-02-18,0.0248546826487613
2025-02-19,0.0240724231931112
2025-02-20,0.0219628089863589
2025-02-21,0.0228858940641342
2025-02-22,0.0264168188424328
2025-02-23,0.0239046674158928
2025-02-24,0.0218944021989371
2025-02-25,0.0350220413010021
2025-02-26,0.0358918937984037
2025-02-27,0.0423907657332589
2025-02-28,0.0303404822754763
2025-03-01,0.0270052226423814
2025-03-02,0.0279396183618907
2025-03-03,0.0375785292981865
2025-03-04,0.044103142383815
2025-03-05,0.0372886965991456
2025-03-06,0.0376949766457946
2025-03-07,0.0387129994156615
2025-03-08,0.0376114021933063
2025-03-09,0.0352820355990822
2025-03-10,0.0430364315643163
2025-03-11,0.0409672676624947
2025-03-12,0.0422303850262247
2025-03-13,0.0384629441450878
2025-03-14,0.0393841254219113
2025-03-15,0.0391198966216815
2025-03-16,0.0368714133251403
2025-03-17,0.0369336110362209
2025-03-18,0.0357164400856816
2025-03-19,0.0353283957860864
2025-03-20,0.0375761239362007
2025-03-21,0.0379797599302051
2025-03-22,0.035656131164678
2025-03-23,0.0341554288681091
2025-03-24,0.0343879986880002
2025-03-25,0.0335973008247161
2025-03-26,0.0311797061035304
2025-03-27,0.031322918245353
2025-03-28,0.0300133650134879
2025-03-29,0.0322739816746255
2025-03-30,0.033149751471674
2025-03-31,0.0310752758736848
2025-04-01,0.0294341922696137
2025-04-02,0.0309146990817137
2025-04-03,0.0329223304388771
2025-04-04,0.0301914665392647
2025-04-05,0.0290446661577918
2025-04-06,0.0282193002780306
2025-04-07,0.0375758189628288
2025-04-08,0.0316403308232863
2025-04-09,0.0349686656328093
2025-04-10,0.0408079477350992
2025-04-11,0.0395259021773619
2025-04-12,0.0391132473915887
2025-04-13,0.0375300878495436
2025-04-14,0.0367181075548708
2025-04-15,0.0350299943487088
2025-04-16,0.0343741529803986
2025-04-17,0.0327085379026523
2025-04-18,0.0324108589424354
2025-04-19,0.0309287955260921
2025-04-20,0.0298498221821037
2025-04-21,0.0285674076172871
2025-04-22,0.0296737610661917
2025-04-23,0.0347874909684808
2025-04-24,0.0318686260116765
2025-04-25,0.0300539551287623
2025-04-26,0.0283169299528019
2025-04-27,0.0281278390747778
2025-04-28,0.0280165411570897
2025-04-29,0.0274823753827623
2025-04-30,0.0262185963983737
