"Date","Forecast"
2023-11-01,0.027580554482531
2023-11-02,0.0274138049341694
2023-11-03,0.0268708310866832
2023-11-04,0.0262102758252347
2023-11-05,0.0255891021799603
2023-11-06,0.024898188973116
2023-11-07,0.0242303708312516
2023-11-08,0.0237114515569821
2023-11-09,0.0231423073594091
2023-11-10,0.0238272437091596
2023-11-11,0.0236294996381444
2023-11-12,0.0230451938602201
2023-11-13,0.0224618414911796
2023-11-14,0.0223631204068487
2023-11-15,0.0229052298561731
2023-11-16,0.027520909873096
2023-11-17,0.0288976315687082
2023-11-18,0.0281542096741761
2023-11-19,0.0273524869444707
2023-11-20,0.0271353862454693
2023-11-21,0.0263893338745353
2023-11-22,0.0283409325727041
2023-11-23,0.0297202430370202
2023-11-24,0.0288533281224377
2023-11-25,0.0281540492048027
2023-11-26,0.027363707857123
2023-11-27,0.0267269093435027
2023-11-28,0.0260608999591944
2023-11-29,0.0256251536933374
2023-11-30,0.0249405567666644
2023-12-01,0.0243081324802123
2023-12-02,0.0244958623308653
2023-12-03,0.024443012801917
2023-12-04,0.0240613931063376
2023-12-05,0.0267756964611561
2023-12-06,0.0292517825725263
2023-12-07,0.0284480867626047
2023-12-08,0.0278487429881044
2023-12-09,0.0275266957793145
2023-12-10,0.0269011846090169
2023-12-11,0.0261686392817932
2023-12-12,0.0296135784637642
2023-12-13,0.028770606726749
2023-12-14,0.0292068590626311
2023-12-15,0.0284063547260504
2023-12-16,0.0284256811512937
2023-12-17,0.0276731565122639
2023-12-18,0.02750490056857
2023-12-19,0.0277625584400169
2023-12-20,0.0270816360530906
2023-12-21,0.0275630260182353
2023-12-22,0.0268461564100036
2023-12-23,0.02612573793189
2023-12-24,0.025494337943589
2023-12-25,0.0252417435533246
2023-12-26,0.0247632698200536
2023-12-27,0.0249514129995764
2023-12-28,0.0248012377634989
2023-12-29,0.0246848088065227
2023-12-30,0.0243165656702198
2023-12-31,0.0236888335536135
2024-01-01,0.0230926052796179
2024-01-02,0.0252196876422286
2024-01-03,0.0250568366276846
2024-01-04,0.0272097720815425
2024-01-05,0.0273531110594296
2024-01-06,0.0266044892895242
2024-01-07,0.0259213560812108
2024-01-08,0.0252397742603292
2024-01-09,0.0300921523118555
2024-01-10,0.0294794775969168
2024-01-11,0.0287554594267941
2024-01-12,0.0280187009215653
2024-01-13,0.0338226749034971
2024-01-14,0.0328273090410402
2024-01-15,0.032634629816934
2024-01-16,0.0319565830889475
2024-01-17,0.031278875710933
2024-01-18,0.0304652946365767
2024-01-19,0.0309742056630894
2024-01-20,0.0301237628624274
2024-01-21,0.0292847658088184
2024-01-22,0.0284966459635928
2024-01-23,0.0304660124936224
2024-01-24,0.0296353803247689
2024-01-25,0.0288411052985736
2024-01-26,0.0280738357991034
2024-01-27,0.0296685738926634
2024-01-28,0.028948773451451
2024-01-29,0.028170256221203
2024-01-30,0.02840089774672
2024-01-31,0.0276996436459204
2024-02-01,0.0270831802484564
2024-02-02,0.0265002795046113
2024-02-03,0.0258157467548891
2024-02-04,0.025182147845799
2024-02-05,0.02470573938321
2024-02-06,0.0240781101486952
2024-02-07,0.0235684880354953
2024-02-08,0.0241404938719415
2024-02-09,0.0242083824924425
2024-02-10,0.0258250713805421
2024-02-11,0.0254310644670953
2024-02-12,0.024943674176526
2024-02-13,0.0257436650177469
2024-02-14,0.0250956771530522
2024-02-15,0.0265857930457423
2024-02-16,0.0258991628087153
2024-02-17,0.0252455645698421
2024-02-18,0.0247417053838997
2024-02-19,0.0241994749870645
2024-02-20,0.0236755414752743
2024-02-21,0.0231746950261824
2024-02-22,0.0227140198798054
2024-02-23,0.0223981420927681
2024-02-24,0.0220967752728142
2024-02-25,0.0218993968956482
2024-02-26,0.0213846654355318
2024-02-27,0.0247900096349129
2024-02-28,0.0272291879006179
2024-02-29,0.0361583468814395
2024-03-01,0.0353277170651135
2024-03-02,0.0345988239322529
2024-03-03,0.0336046838092183
2024-03-04,0.0329114105291261
2024-03-05,0.0381541771877353
2024-03-06,0.0404277532019708
2024-03-07,0.0400419356141649
2024-03-08,0.0389242426354224
2024-03-09,0.0380535301316329
2024-03-10,0.0368991433524147
2024-03-11,0.035860924618321
2024-03-12,0.036649959175739
2024-03-13,0.035606478352675
2024-03-14,0.0349753726460651
2024-03-15,0.0344574079744063
2024-03-16,0.0342813709586289
2024-03-17,0.0370118850912682
2024-03-18,0.0375253696459638
2024-03-19,0.0364831830100394
2024-03-20,0.0416952025063307
2024-03-21,0.0464926325881504
2024-03-22,0.0456428766258247
2024-03-23,0.0448627436931138
2024-03-24,0.0434257710014029
2024-03-25,0.0439797335692587
2024-03-26,0.0439722520416907
2024-03-27,0.0425883612050907
2024-03-28,0.0413199579802197
2024-03-29,0.0402912368433587
2024-03-30,0.0392064952382426
2024-03-31,0.0380537246631097
2024-04-01,0.0373768039607417
2024-04-02,0.0367114258512754
2024-04-03,0.0390882763041332
2024-04-04,0.0379172286346721
2024-04-05,0.0380205062751778
2024-04-06,0.0369469753617787
2024-04-07,0.0360308004945421
2024-04-08,0.0350111732236195
2024-04-09,0.0349508237286225
2024-04-10,0.0349994264366011
2024-04-11,0.034285710292098
2024-04-12,0.033361523844803
2024-04-13,0.0342288086775814
2024-04-14,0.0357473226498963
2024-04-15,0.0351871469927371
2024-04-16,0.0352100781734735
2024-04-17,0.0341917015931732
2024-04-18,0.034750431837639
2024-04-19,0.0347128452557958
2024-04-20,0.03375290649261
2024-04-21,0.0330618261791223
2024-04-22,0.0321165687423933
2024-04-23,0.0320046577080245
